UUID        = 34bd1d96-98cf-4da9-a0d7-694940a2555b
     17295398     ECG1   3767 
     17295399     ECG1   3767 
     17295400     ECG1   3767 
     17295401     ECG1   3767 
     17295402     ECG1   3767 
     17295403     ECG1   3767 
     17295404     ECG1   3767 
     17295405     ECG1   3767 
     17295406     ECG1   3767 
     17295367     ECG2    205 
     17295368     ECG2    205 
     17295369     ECG2    205 
     17295370     ECG2    205 
     17295371     ECG2    205 
     17295372     ECG2    205 
     17295373     ECG2    205 
     17295374     ECG2    205 
     17295375     ECG2    205 
     17295376     ECG2    205 
     17295377     ECG2    205 
     17295378     ECG2    205 
     17295379     ECG2    205 
     17295380     ECG2    205 
     17295381     ECG2    205 
     17295382     ECG2    205 
     17295383     ECG2    205 
     17295384     ECG2    205 
     17295385     ECG2    205 
     17295386     ECG2    205 
     17295387     ECG2    205 
     17295388     ECG2    205 
     17295389     ECG2    205 
     17295390     ECG2    205 
     17295391     ECG2    205 
     17295392     ECG2    205 
     17295393     ECG2    205 
     17295394     ECG2    205 
     17295395     ECG2    205 
     17295396     ECG2    205 
     17295397     ECG2    205 
     17295398     ECG2    205 
     17295399     ECG2    205 
     17295400     ECG2    205 
     17295401     ECG2    205 
     17295402     ECG2    205 
     17295403     ECG2    205 
     17295404     ECG2    205 
     17295405     ECG2    205 
     17295406     ECG2    205 
     17295367     ECG3   3759 
     17295368     ECG3   3759 
     17295369     ECG3   3759 
     17295370     ECG3   3759 
     17295371     ECG3   3759 
     17295372     ECG3   3759 
     17295373     ECG3   3759 
     17295374     ECG3   3759 
     17295375     ECG3   3759 
     17295376     ECG3   3759 
     17295377     ECG3   3759 
     17295378     ECG3   3759 
     17295379     ECG3   3759 
     17295380     ECG3   3759 
     17295381     ECG3   3759 
     17295382     ECG3   3759 
     17295383     ECG3   3759 
     17295384     ECG3   3759 
     17295385     ECG3   3759 
     17295386     ECG3   3759 
     17295387     ECG3   3759 
     17295388     ECG3   3759 
     17295389     ECG3   3759 
     17295390     ECG3   3759 
     17295391     ECG3   3759 
     17295392     ECG3   3759 
     17295393     ECG3   3759 
     17295394     ECG3   3759 
     17295395     ECG3   3759 
     17295396     ECG3   3759 
     17295397     ECG3   3759 
     17295398     ECG3   3759 
     17295399     ECG3   3759 
     17295400     ECG3   3759 
     17295401     ECG3   3759 
     17295402     ECG3   3759 
     17295403     ECG3   3759 
     17295404     ECG3   3759 
     17295405     ECG3   3759 
     17295406     ECG3   3759 
     17295367     ECG4   1659 
     17295368     ECG4   1659 
     17295369     ECG4   1659 
     17295370     ECG4   1659 
     17295371     ECG4   1659 
     17295372     ECG4   1659 
     17295373     ECG4   1659 
     17295374     ECG4   1659 
     17295375     ECG4   1659 
     17295376     ECG4   1659 
     17295377     ECG4   1659 
     17295378     ECG4   1659 
     17295379     ECG4   1659 
     17295380     ECG4   1659 
     17295381     ECG4   1659 
     17295382     ECG4   1659 
     17295383     ECG4   1659 
     17295384     ECG4   1659 
     17295385     ECG4   1659 
     17295386     ECG4   1659 
     17295387     ECG4   1659 
     17295388     ECG4   1659 
     17295389     ECG4   1659 
     17295390     ECG4   1659 
     17295391     ECG4   1659 
     17295392     ECG4   1659 
     17295393     ECG4   1659 
     17295394     ECG4   1659 
     17295395     ECG4   1659 
     17295396     ECG4   1659 
     17295397     ECG4   1659 
     17295398     ECG4   1659 
     17295399     ECG4   1659 
     17295400     ECG4   1659 
     17295401     ECG4   1659 
     17295402     ECG4   1659 
     17295403     ECG4   1659 
     17295404     ECG4   1659 
     17295405     ECG4   1659 
     17295406     ECG4   1659 
     17295407     ECG1   3767 
     17295408     ECG1   3767 
     17295409     ECG1   3767 
     17295410     ECG1   3767 
     17295411     ECG1   3767 
     17295412     ECG1   3767 
     17295413     ECG1   3767 
     17295414     ECG1   3767 
     17295415     ECG1   3767 
     17295416     ECG1   3767 
     17295417     ECG1   3767 
     17295418     ECG1   3767 
     17295419     ECG1   3767 
     17295420     ECG1   3767 
     17295421     ECG1   3767 
     17295422     ECG1   3767 
     17295423     ECG1   3767 
     17295424     ECG1   3767 
     17295425     ECG1   3767 
     17295426     ECG1   3767 
     17295427     ECG1   3767 
     17295428     ECG1   3767 
     17295429     ECG1   3767 
     17295430     ECG1   3767 
     17295431     ECG1   3767 
     17295432     ECG1   3767 
     17295433     ECG1   3767 
     17295434     ECG1   3767 
     17295435     ECG1   3767 
     17295436     ECG1   3767 
     17295437     ECG1   3767 
     17295438     ECG1   3767 
     17295439     ECG1   3767 
     17295440     ECG1   3767 
     17295441     ECG1   3767 
     17295442     ECG1   3767 
     17295443     ECG1   3767 
     17295444     ECG1   3767 
     17295445     ECG1   3767 
     17295446     ECG1   3767 
     17295407     ECG2    205 
     17295408     ECG2    205 
     17295409     ECG2    205 
     17295410     ECG2    205 
     17295411     ECG2    205 
     17295412     ECG2    205 
     17295413     ECG2    205 
     17295414     ECG2    205 
     17295415     ECG2    205 
     17295416     ECG2    205 
     17295417     ECG2    205 
     17295418     ECG2    205 
     17295419     ECG2    205 
     17295420     ECG2    205 
     17295421     ECG2    205 
     17295422     ECG2    205 
     17295423     ECG2    205 
     17295424     ECG2    205 
     17295425     ECG2    205 
     17295426     ECG2    205 
     17295427     ECG2    205 
     17295428     ECG2    205 
     17295429     ECG2    205 
     17295430     ECG2    205 
     17295431     ECG2    205 
     17295432     ECG2    205 
     17295433     ECG2    205 
     17295434     ECG2    205 
     17295435     ECG2    205 
     17295436     ECG2    205 
     17295437     ECG2    205 
     17295438     ECG2    205 
     17295439     ECG2    205 
     17295440     ECG2    205 
     17295441     ECG2    205 
     17295442     ECG2    205 
     17295443     ECG2    205 
     17295444     ECG2    205 
     17295445     ECG2    205 
     17295446     ECG2    205 
     17295407     ECG3   3759 
     17295408     ECG3   3759 
     17295409     ECG3   3759 
     17295410     ECG3   3759 
     17295411     ECG3   3759 
     17295412     ECG3   3759 
     17295413     ECG3   3759 
     17295414     ECG3   3759 
     17295415     ECG3   3759 
     17295416     ECG3   3759 
     17295417     ECG3   3759 
     17295418     ECG3   3759 
     17295419     ECG3   3759 
     17295420     ECG3   3759 
     17295421     ECG3   3759 
     17295422     ECG3   3759 
     17295423     ECG3   3759 
     17295424     ECG3   3759 
     17295425     ECG3   3759 
     17295426     ECG3   3759 
     17295427     ECG3   3759 
     17295428     ECG3   3759 
     17295429     ECG3   3759 
     17295430     ECG3   3759 
     17295431     ECG3   3759 
     17295432     ECG3   3759 
     17295433     ECG3   3759 
     17295434     ECG3   3759 
     17295435     ECG3   3759 
     17295436     ECG3   3759 
     17295437     ECG3   3759 
     17295438     ECG3   3759 
     17295439     ECG3   3759 
     17295440     ECG3   3759 
     17295441     ECG3   3759 
     17295442     ECG3   3759 
     17295443     ECG3   3759 
     17295444     ECG3   3759 
     17295445     ECG3   3759 
     17295446     ECG3   3759 
     17295407     ECG4   1659 
     17295408     ECG4   1659 
     17295409     ECG4   1659 
     17295410     ECG4   1659 
     17295411     ECG4   1659 
     17295412     ECG4   1659 
     17295413     ECG4   1659 
     17295414     ECG4   1659 
     17295415     ECG4   1659 
     17295416     ECG4   1659 
     17295417     ECG4   1659 
     17295418     ECG4   1659 
     17295419     ECG4   1659 
     17295420     ECG4   1659 
     17295421     ECG4   1659 
     17295422     ECG4   1659 
     17295423     ECG4   1659 
     17295424     ECG4   1659 
     17295425     ECG4   1659 
     17295426     ECG4   1659 
     17295427     ECG4   1659 
     17295428     ECG4   1659 
     17295429     ECG4   1659 
     17295430     ECG4   1659 
     17295431     ECG4   1659 
     17295432     ECG4   1659 
     17295433     ECG4   1659 
     17295434     ECG4   1659 
     17295435     ECG4   1659 
     17295436     ECG4   1659 
     17295437     ECG4   1659 
     17295438     ECG4   1659 
     17295439     ECG4   1659 
     17295440     ECG4   1659 
     17295441     ECG4   1659 
     17295442     ECG4   1659 
     17295443     ECG4   1659 
     17295444     ECG4   1659 
     17295445     ECG4   1659 
     17295446     ECG4   1659 
     17295447     ECG1   3767 
     17295448     ECG1   3767 
     17295449     ECG1   3767 
     17295450     ECG1   3767 
     17295451     ECG1   3767 
     17295452     ECG1   3767 
     17295453     ECG1   3767 
     17295454     ECG1   3767 
     17295455     ECG1   3767 
     17295456     ECG1   3767 
     17295457     ECG1   3767 
     17295458     ECG1   3767 
     17295459     ECG1   3767 
     17295460     ECG1   3767 
     17295461     ECG1   3767 
     17295462     ECG1   3767 
     17295463     ECG1   3767 
     17295464     ECG1   3767 
     17295465     ECG1   3767 
     17295466     ECG1   3767 
     17295467     ECG1   3767 
     17295468     ECG1   3767 
     17295469     ECG1   3767  PULS_TRIGGER
     17295470     ECG1   3767 
     17295471     ECG1   3767 
     17295472     ECG1   3767 
     17295473     ECG1   3767 
     17295474     ECG1   3767 
     17295475     ECG1   3767 
     17295476     ECG1   3767 
     17295477     ECG1   3767 
     17295478     ECG1   3767 
     17295479     ECG1   3767 
     17295480     ECG1   3767 
     17295481     ECG1   3767 
     17295482     ECG1   3767 
     17295483     ECG1   3767 
     17295484     ECG1   3767 
     17295485     ECG1   3767 
     17295486     ECG1   3767 
     17295447     ECG2    205 
     17295448     ECG2    205 
     17295449     ECG2    205 
     17295450     ECG2    205 
     17295451     ECG2    205 
     17295452     ECG2    205 
     17295453     ECG2    205 
     17295454     ECG2    205 
     17295455     ECG2    205 
     17295456     ECG2    205 
     17295457     ECG2    205 
     17295458     ECG2    205 
     17295459     ECG2    205 
     17295460     ECG2    205 
     17295461     ECG2    205 
     17295462     ECG2    205 
     17295463     ECG2    205 
     17295464     ECG2    205 
     17295465     ECG2    205 
     17295466     ECG2    205 
     17295467     ECG2    205 
     17295468     ECG2    205 
     17295469     ECG2    205  PULS_TRIGGER
     17295470     ECG2    205 
     17295471     ECG2    205 
     17295472     ECG2    205 
     17295473     ECG2    205 
     17295474     ECG2    205 
     17295475     ECG2    205 
     17295476     ECG2    205 
     17295477     ECG2    205 
     17295478     ECG2    205 
     17295479     ECG2    205 
     17295480     ECG2    205 
     17295481     ECG2    205 
     17295482     ECG2    205 
     17295483     ECG2    205 
     17295484     ECG2    205 
     17295485     ECG2    205 
     17295486     ECG2    205 
     17295447     ECG3   3759 
     17295448     ECG3   3759 
     17295449     ECG3   3759 
     17295450     ECG3   3759 
     17295451     ECG3   3759 
     17295452     ECG3   3759 
     17295453     ECG3   3759 
     17295454     ECG3   3759 
     17295455     ECG3   3759 
     17295456     ECG3   3759 
     17295457     ECG3   3759 
     17295458     ECG3   3759 
     17295459     ECG3   3759 
     17295460     ECG3   3759 
     17295461     ECG3   3759 
     17295462     ECG3   3759 
     17295463     ECG3   3759 
     17295464     ECG3   3759 
     17295465     ECG3   3759 
     17295466     ECG3   3759 
     17295467     ECG3   3759 
     17295468     ECG3   3759 
     17295469     ECG3   3759  PULS_TRIGGER
     17295470     ECG3   3759 
     17295471     ECG3   3759 
     17295472     ECG3   3759 
     17295473     ECG3   3759 
     17295474     ECG3   3759 
     17295475     ECG3   3759 
     17295476     ECG3   3759 
     17295477     ECG3   3759 
     17295478     ECG3   3759 
     17295479     ECG3   3759 
     17295480     ECG3   3759 
     17295481     ECG3   3759 
     17295482     ECG3   3759 
     17295483     ECG3   3759 
     17295484     ECG3   3759 
     17295485     ECG3   3759 
     17295486     ECG3   3759 
     17295447     ECG4   1659 
     17295448     ECG4   1659 
     17295449     ECG4   1659 
     17295450     ECG4   1659 
     17295451     ECG4   1659 
     17295452     ECG4   1659 
     17295453     ECG4   1659 
     17295454     ECG4   1659 
     17295455     ECG4   1659 
     17295456     ECG4   1659 
     17295457     ECG4   1659 
     17295458     ECG4   1659 
     17295459     ECG4   1659 
     17295460     ECG4   1659 
     17295461     ECG4   1659 
     17295462     ECG4   1659 
     17295463     ECG4   1659 
     17295464     ECG4   1659 
     17295465     ECG4   1659 
     17295466     ECG4   1659 
     17295467     ECG4   1659 
     17295468     ECG4   1659 
     17295469     ECG4   1659  PULS_TRIGGER
     17295470     ECG4   1659 
     17295471     ECG4   1659 
     17295472     ECG4   1659 
     17295473     ECG4   1659 
     17295474     ECG4   1659 
     17295475     ECG4   1659 
     17295476     ECG4   1659 
     17295477     ECG4   1659 
     17295478     ECG4   1659 
     17295479     ECG4   1659 
     17295480     ECG4   1659 
     17295481     ECG4   1659 
     17295482     ECG4   1659 
     17295483     ECG4   1659 
     17295484     ECG4   1659 
     17295485     ECG4   1659 
     17295486     ECG4   1659 
     17295487     ECG1   3767 
     17295488     ECG1   3767 
     17295489     ECG1   3767 
     17295490     ECG1   3767 
     17295491     ECG1   3767 
     17295492     ECG1   3767 
     17295493     ECG1   3767 
     17295494     ECG1   3767 
     17295495     ECG1   3767 
     17295496     ECG1   3767 
     17295497     ECG1   3767 
     17295498     ECG1   3767 
     17295499     ECG1   3767 
     17295500     ECG1   3767 
     17295501     ECG1   3767 
     17295502     ECG1   3767 
     17295503     ECG1   3767 
     17295504     ECG1   3767 
     17295505     ECG1   3767 
     17295506     ECG1   3767 
     17295507     ECG1   3767 
     17295508     ECG1   3767 
     17295509     ECG1   3767 
     17295510     ECG1   3767 
     17295511     ECG1   3767 
     17295512     ECG1   3767 
     17295513     ECG1   3767 
     17295514     ECG1   3767 
     17295515     ECG1   3767 
     17295516     ECG1   3767 
     17295517     ECG1   3767 
     17295518     ECG1   3767 
     17295519     ECG1   3767 
     17295520     ECG1   3767 
     17295521     ECG1   3767 
     17295522     ECG1   3767 
     17295523     ECG1   3767 
     17295524     ECG1   3767 
     17295525     ECG1   3767 
     17295526     ECG1   3767 
     17295487     ECG2    205 
     17295488     ECG2    205 
     17295489     ECG2    205 
     17295490     ECG2    205 
     17295491     ECG2    205 
     17295492     ECG2    205 
     17295493     ECG2    205 
     17295494     ECG2    205 
     17295495     ECG2    205 
     17295496     ECG2    205 
     17295497     ECG2    205 
     17295498     ECG2    205 
     17295499     ECG2    205 
     17295500     ECG2    205 
     17295501     ECG2    205 
     17295502     ECG2    205 
     17295503     ECG2    205 
     17295504     ECG2    205 
     17295505     ECG2    205 
     17295506     ECG2    205 
     17295507     ECG2    205 
     17295508     ECG2    205 
     17295509     ECG2    205 
     17295510     ECG2    205 
     17295511     ECG2    205 
     17295512     ECG2    205 
     17295513     ECG2    205 
     17295514     ECG2    205 
     17295515     ECG2    205 
     17295516     ECG2    205 
     17295517     ECG2    205 
     17295518     ECG2    205 
     17295519     ECG2    205 
     17295520     ECG2    205 
     17295521     ECG2    205 
     17295522     ECG2    205 
     17295523     ECG2    205 
     17295524     ECG2    205 
     17295525     ECG2    205 
     17295526     ECG2    205 
     17295487     ECG3   3759 
     17295488     ECG3   3759 
     17295489     ECG3   3759 
     17295490     ECG3   3759 
     17295491     ECG3   3759 
     17295492     ECG3   3759 
     17295493     ECG3   3759 
     17295494     ECG3   3759 
     17295495     ECG3   3759 
     17295496     ECG3   3759 
     17295497     ECG3   3759 
     17295498     ECG3   3759 
     17295499     ECG3   3759 
     17295500     ECG3   3759 
     17295501     ECG3   3759 
     17295502     ECG3   3759 
     17295503     ECG3   3759 
     17295504     ECG3   3759 
     17295505     ECG3   3759 
     17295506     ECG3   3759 
     17295507     ECG3   3759 
     17295508     ECG3   3759 
     17295509     ECG3   3759 
     17295510     ECG3   3759 
     17295511     ECG3   3759 
     17295512     ECG3   3759 
     17295513     ECG3   3759 
     17295514     ECG3   3759 
     17295515     ECG3   3759 
     17295516     ECG3   3759 
     17295517     ECG3   3759 
     17295518     ECG3   3759 
     17295519     ECG3   3759 
     17295520     ECG3   3759 
     17295521     ECG3   3759 
     17295522     ECG3   3759 
     17295523     ECG3   3759 
     17295524     ECG3   3759 
     17295525     ECG3   3759 
     17295526     ECG3   3759 
     17295487     ECG4   1659 
     17295488     ECG4   1659 
     17295489     ECG4   1659 
     17295490     ECG4   1659 
     17295491     ECG4   1659 
     17295492     ECG4   1659 
     17295493     ECG4   1659 
     17295494     ECG4   1659 
     17295495     ECG4   1659 
     17295496     ECG4   1659 
     17295497     ECG4   1659 
     17295498     ECG4   1659 
     17295499     ECG4   1659 
     17295500     ECG4   1659 
     17295501     ECG4   1659 
     17295502     ECG4   1659 
     17295503     ECG4   1659 
     17295504     ECG4   1659 
     17295505     ECG4   1659 
     17295506     ECG4   1659 
     17295507     ECG4   1659 
     17295508     ECG4   1659 
     17295509     ECG4   1659 
     17295510     ECG4   1659 
     17295511     ECG4   1659 
     17295512     ECG4   1659 
     17295513     ECG4   1659 
     17295514     ECG4   1659 
     17295515     ECG4   1659 
     17295516     ECG4   1659 
     17295517     ECG4   1659 
     17295518     ECG4   1659 
     17295519     ECG4   1659 
     17295520     ECG4   1659 
     17295521     ECG4   1659 
     17295522     ECG4   1659 
     17295523     ECG4   1659 
     17295524     ECG4   1659 
     17295525     ECG4   1659 
     17295526     ECG4   1659 
     17295527     ECG1   3767 
     17295528     ECG1   3767 
     17295529     ECG1   3767 
     17295530     ECG1   3767 
     17295531     ECG1   3767 
     17295532     ECG1   3767 
     17295533     ECG1   3767 
     17295534     ECG1   3767 
     17295535     ECG1   3767 
     17295536     ECG1   3767 
     17295537     ECG1   3767 
     17295538     ECG1   3767 
     17295539     ECG1   3767 
     17295540     ECG1   3767 
     17295541     ECG1   3767 
     17295542     ECG1   3767 
     17295543     ECG1   3767 
     17295544     ECG1   3767 
     17295545     ECG1   3767 
     17295546     ECG1   3767 
     17295547     ECG1   3767 
     17295548     ECG1   3767 
     17295549     ECG1   3767 
     17295550     ECG1   3767 
     17295551     ECG1   3767 
     17295552     ECG1   3767 
     17295553     ECG1   3767 
     17295554     ECG1   3767 
     17295555     ECG1   3767 
     17295556     ECG1   3767 
     17295557     ECG1   3767 
     17295558     ECG1   3767 
     17295559     ECG1   3767 
     17295560     ECG1   3767 
     17295561     ECG1   3767 
     17295562     ECG1   3767 
     17295563     ECG1   3767 
     17295564     ECG1   3767 
     17295565     ECG1   3767 
     17295566     ECG1   3767 
     17295527     ECG2    205 
     17295528     ECG2    205 
     17295529     ECG2    205 
     17295530     ECG2    205 
     17295531     ECG2    205 
     17295532     ECG2    205 
     17295533     ECG2    205 
     17295534     ECG2    205 
     17295535     ECG2    205 
     17295536     ECG2    205 
     17295537     ECG2    205 
     17295538     ECG2    205 
     17295539     ECG2    205 
     17295540     ECG2    205 
     17295541     ECG2    205 
     17295542     ECG2    205 
     17295543     ECG2    205 
     17295544     ECG2    205 
     17295545     ECG2    205 
     17295546     ECG2    205 
     17295547     ECG2    205 
     17295548     ECG2    205 
     17295549     ECG2    205 
     17295550     ECG2    205 
     17295551     ECG2    205 
     17295552     ECG2    205 
     17295553     ECG2    205 
     17295554     ECG2    205 
     17295555     ECG2    205 
     17295556     ECG2    205 
     17295557     ECG2    205 
     17295558     ECG2    205 
     17295559     ECG2    205 
     17295560     ECG2    205 
     17295561     ECG2    205 
     17295562     ECG2    205 
     17295563     ECG2    205 
     17295564     ECG2    205 
     17295565     ECG2    205 
     17295566     ECG2    205 
     17295527     ECG3   3759 
     17295528     ECG3   3759 
     17295529     ECG3   3759 
     17295530     ECG3   3759 
     17295531     ECG3   3759 
     17295532     ECG3   3759 
     17295533     ECG3   3759 
     17295534     ECG3   3759 
     17295535     ECG3   3759 
     17295536     ECG3   3759 
     17295537     ECG3   3759 
     17295538     ECG3   3759 
     17295539     ECG3   3759 
     17295540     ECG3   3759 
     17295541     ECG3   3759 
     17295542     ECG3   3759 
     17295543     ECG3   3759 
     17295544     ECG3   3759 
     17295545     ECG3   3759 
     17295546     ECG3   3759 
     17295547     ECG3   3759 
     17295548     ECG3   3759 
     17295549     ECG3   3759 
     17295550     ECG3   3759 
     17295551     ECG3   3759 
     17295552     ECG3   3759 
     17295553     ECG3   3759 
     17295554     ECG3   3759 
     17295555     ECG3   3759 
     17295556     ECG3   3759 
     17295557     ECG3   3759 
     17295558     ECG3   3759 
     17295559     ECG3   3759 
     17295560     ECG3   3759 
     17295561     ECG3   3759 
     17295562     ECG3   3759 
     17295563     ECG3   3759 
     17295564     ECG3   3759 
     17295565     ECG3   3759 
     17295566     ECG3   3759 
     17295527     ECG4   1659 
     17295528     ECG4   1659 
     17295529     ECG4   1659 
     17295530     ECG4   1659 
     17295531     ECG4   1659 
     17295532     ECG4   1659 
     17295533     ECG4   1659 
     17295534     ECG4   1659 
     17295535     ECG4   1659 
     17295536     ECG4   1659 
     17295537     ECG4   1659 
     17295538     ECG4   1659 
     17295539     ECG4   1659 
     17295540     ECG4   1659 
     17295541     ECG4   1659 
     17295542     ECG4   1659 
     17295543     ECG4   1659 
     17295544     ECG4   1659 
     17295545     ECG4   1659 
     17295546     ECG4   1659 
     17295547     ECG4   1659 
     17295548     ECG4   1659 
     17295549     ECG4   1659 
     17295550     ECG4   1659 
     17295551     ECG4   1659 
     17295552     ECG4   1659 
     17295553     ECG4   1659 
     17295554     ECG4   1659 
     17295555     ECG4   1659 
     17295556     ECG4   1659 
     17295557     ECG4   1659 
     17295558     ECG4   1659 
     17295559     ECG4   1659 
     17295560     ECG4   1659 
     17295561     ECG4   1659 
     17295562     ECG4   1659 
     17295563     ECG4   1659 
     17295564     ECG4   1659 
     17295565     ECG4   1659 
     17295566     ECG4   1659 
     17295567     ECG1   3767 
     17295568     ECG1   3767 
     17295569     ECG1   3767 
     17295570     ECG1   3767 
     17295571     ECG1   3767 
     17295572     ECG1   3767 
     17295573     ECG1   3767 
     17295574     ECG1   3767 
     17295575     ECG1   3767 
     17295576     ECG1   3767 
     17295577     ECG1   3767 
     17295578     ECG1   3767 
     17295579     ECG1   3767 
     17295580     ECG1   3767 
     17295581     ECG1   3767 
     17295582     ECG1   3767 
     17295583     ECG1   3767 
     17295584     ECG1   3767 
     17295585     ECG1   3767 
     17295586     ECG1   3767 
     17295587     ECG1   3767 
     17295588     ECG1   3767 
     17295589     ECG1   3767 
     17295590     ECG1   3767 
     17295591     ECG1   3767 
     17295592     ECG1   3767 
     17295593     ECG1   3767 
     17295594     ECG1   3767 
     17295595     ECG1   3767 
     17295596     ECG1   3767 
     17295597     ECG1   3767 
     17295598     ECG1   3767 
     17295599     ECG1   3767 
     17295600     ECG1   3767 
     17295601     ECG1   3767 
     17295602     ECG1   3767 
     17295603     ECG1   3767 
     17295604     ECG1   3767 
     17295605     ECG1   3767 
     17295606     ECG1   3767 
     17295567     ECG2    205 
     17295568     ECG2    205 
     17295569     ECG2    205 
     17295570     ECG2    205 
     17295571     ECG2    205 
     17295572     ECG2    205 
     17295573     ECG2    205 
     17295574     ECG2    205 
     17295575     ECG2    205 
     17295576     ECG2    205 
     17295577     ECG2    205 
     17295578     ECG2    205 
     17295579     ECG2    205 
     17295580     ECG2    205 
     17295581     ECG2    205 
     17295582     ECG2    205 
     17295583     ECG2    205 
     17295584     ECG2    205 
     17295585     ECG2    205 
     17295586     ECG2    205 
     17295587     ECG2    205 
     17295588     ECG2    205 
     17295589     ECG2    205 
     17295590     ECG2    205 
     17295591     ECG2    205 
     17295592     ECG2    205 
     17295593     ECG2    205 
     17295594     ECG2    205 
     17295595     ECG2    205 
     17295596     ECG2    205 
     17295597     ECG2    205 
     17295598     ECG2    205 
     17295599     ECG2    205 
     17295600     ECG2    205 
     17295601     ECG2    205 
     17295602     ECG2    205 
     17295603     ECG2    205 
     17295604     ECG2    205 
     17295605     ECG2    205 
     17295606     ECG2    205 
     17295567     ECG3   3759 
     17295568     ECG3   3759 
     17295569     ECG3   3759 
     17295570     ECG3   3759 
     17295571     ECG3   3759 
     17295572     ECG3   3759 
     17295573     ECG3   3759 
     17295574     ECG3   3759 
     17295575     ECG3   3759 
     17295576     ECG3   3759 
     17295577     ECG3   3759 
     17295578     ECG3   3759 
     17295579     ECG3   3759 
     17295580     ECG3   3759 
     17295581     ECG3   3759 
     17295582     ECG3   3759 
     17295583     ECG3   3759 
     17295584     ECG3   3759 
     17295585     ECG3   3759 
     17295586     ECG3   3759 
     17295587     ECG3   3759 
     17295588     ECG3   3759 
     17295589     ECG3   3759 
     17295590     ECG3   3759 
     17295591     ECG3   3759 
     17295592     ECG3   3759 
     17295593     ECG3   3759 
     17295594     ECG3   3759 
     17295595     ECG3   3759 
     17295596     ECG3   3759 
     17295597     ECG3   3759 
     17295598     ECG3   3759 
     17295599     ECG3   3759 
     17295600     ECG3   3759 
     17295601     ECG3   3759 
     17295602     ECG3   3759 
     17295603     ECG3   3759 
     17295604     ECG3   3759 
     17295605     ECG3   3759 
     17295606     ECG3   3759 
     17295567     ECG4   1659 
     17295568     ECG4   1659 
     17295569     ECG4   1659 
     17295570     ECG4   1659 
     17295571     ECG4   1659 
     17295572     ECG4   1659 
     17295573     ECG4   1659 
     17295574     ECG4   1659 
     17295575     ECG4   1659 
     17295576     ECG4   1659 
     17295577     ECG4   1659 
     17295578     ECG4   1659 
     17295579     ECG4   1659 
     17295580     ECG4   1659 
     17295581     ECG4   1659 
     17295582     ECG4   1659 
     17295583     ECG4   1659 
     17295584     ECG4   1659 
     17295585     ECG4   1659 
     17295586     ECG4   1659 
     17295587     ECG4   1659 
     17295588     ECG4   1659 
     17295589     ECG4   1659 
     17295590     ECG4   1659 
     17295591     ECG4   1659 
     17295592     ECG4   1659 
     17295593     ECG4   1659 
     17295594     ECG4   1659 
     17295595     ECG4   1659 
     17295596     ECG4   1659 
     17295597     ECG4   1659 
     17295598     ECG4   1659 
     17295599     ECG4   1659 
     17295600     ECG4   1659 
     17295601     ECG4   1659 
     17295602     ECG4   1659 
     17295603     ECG4   1659 
     17295604     ECG4   1659 
     17295605     ECG4   1659 
     17295606     ECG4   1659 
     17295607     ECG1   3767 
     17295608     ECG1   3767 
     17295609     ECG1   3767 
     17295610     ECG1   3767 
     17295611     ECG1   3767 
     17295612     ECG1   3767 
     17295613     ECG1   3767 
     17295614     ECG1   3767 
     17295615     ECG1   3767 
     17295616     ECG1   3767 
     17295617     ECG1   3767 
     17295618     ECG1   3767 
     17295619     ECG1   3767 
     17295620     ECG1   3767 
     17295621     ECG1   3767 
     17295622     ECG1   3767 
     17295623     ECG1   3767 
     17295624     ECG1   3767 
     17295625     ECG1   3767 
     17295626     ECG1   3767 
     17295627     ECG1   3767 
     17295628     ECG1   3767 
     17295629     ECG1   3767 
     17295630     ECG1   3767 
     17295631     ECG1   3767 
     17295632     ECG1   3767 
     17295633     ECG1   3767 
     17295634     ECG1   3767 
     17295635     ECG1   3767 
     17295636     ECG1   3767 
     17295637     ECG1   3767 
     17295638     ECG1   3767 
     17295639     ECG1   3767 
     17295640     ECG1   3767 
     17295641     ECG1   3767 
     17295642     ECG1   3767 
     17295643     ECG1   3767 
     17295644     ECG1   3767 
     17295645     ECG1   3767 
     17295646     ECG1   3767 
     17295607     ECG2    205 
     17295608     ECG2    205 
     17295609     ECG2    205 
     17295610     ECG2    205 
     17295611     ECG2    205 
     17295612     ECG2    205 
     17295613     ECG2    205 
     17295614     ECG2    205 
     17295615     ECG2    205 
     17295616     ECG2    205 
     17295617     ECG2    205 
     17295618     ECG2    205 
     17295619     ECG2    205 
     17295620     ECG2    205 
     17295621     ECG2    205 
     17295622     ECG2    205 
     17295623     ECG2    205 
     17295624     ECG2    205 
     17295625     ECG2    205 
     17295626     ECG2    205 
     17295627     ECG2    205 
     17295628     ECG2    205 
     17295629     ECG2    205 
     17295630     ECG2    205 
     17295631     ECG2    205 
     17295632     ECG2    205 
     17295633     ECG2    205 
     17295634     ECG2    205 
     17295635     ECG2    205 
     17295636     ECG2    205 
     17295637     ECG2    205 
     17295638     ECG2    205 
     17295639     ECG2    205 
     17295640     ECG2    205 
     17295641     ECG2    205 
     17295642     ECG2    205 
     17295643     ECG2    205 
     17295644     ECG2    205 
     17295645     ECG2    205 
     17295646     ECG2    205 
     17295607     ECG3   3759 
     17295608     ECG3   3759 
     17295609     ECG3   3759 
     17295610     ECG3   3759 
     17295611     ECG3   3759 
